sitemap_url,final_url,status,canonical,title,h1_count,template_family,local_path
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Maintenance-p4951.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Maintenance-p4951.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Maintenance-p4951.asp,Periodontal Maintenance - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Periodontal-Maintenance-p4951.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Surgery-p65522.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Surgery-p65522.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Periodontal-Surgery-p65522.asp,Periodontal Surgery - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Periodontal-Surgery-p65522.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Preventing-Periodontal-Disease-p2301.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Preventing-Periodontal-Disease-p2301.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Preventing-Periodontal-Disease-p2301.asp,Preventing Periodontal Disease - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Preventing-Periodontal-Disease-p2301.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Privacy-Policy-p75079.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Privacy-Policy-p75079.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Privacy-Policy-p75079.asp,Privacy Policy - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Privacy-Policy-p75079.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Request-an-Appointment-p65556.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Request-an-Appointment-p65556.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Request-an-Appointment-p65556.asp,Request an Appointment - Periodontist Tigard OR - Lowen Perio,1,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Request-an-Appointment-p65556.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Ridge-Preservation-p36753.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Ridge-Preservation-p36753.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Ridge-Preservation-p36753.asp,Ridge Preservation - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Ridge-Preservation-p36753.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Scaling-and-Root-Planing-p4950.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Scaling-and-Root-Planing-p4950.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Scaling-and-Root-Planing-p4950.asp,Scaling and Root Planing - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Scaling-and-Root-Planing-p4950.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Sedation-Options-p36758.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Sedation-Options-p36758.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Sedation-Options-p36758.asp,Sedation Options - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Sedation-Options-p36758.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Soft-Tissue-Grafting-p2324.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Soft-Tissue-Grafting-p2324.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Soft-Tissue-Grafting-p2324.asp,Soft Tissue Grafting - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Soft-Tissue-Grafting-p2324.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Specialty-of-Periodontics-p2298.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Specialty-of-Periodontics-p2298.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Specialty-of-Periodontics-p2298.asp,Specialty of Periodontics - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Specialty-of-Periodontics-p2298.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-TRIOS-reg-p36757.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-TRIOS-reg-p36757.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-TRIOS-reg-p36757.asp,TRIOS® - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-TRIOS-reg-p36757.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-Testimonials-p2303.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-Testimonials-p2303.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-Testimonials-p2303.asp,Testimonials - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-Testimonials-p2303.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-VELscope-trade-p4957.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-VELscope-trade-p4957.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-VELscope-trade-p4957.asp,VELscope™ - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-VELscope-trade-p4957.asp.html
https://www.lowenperio.com/p/Periodontist-Tigard-OR-What-Is-A-Periodontist-p2300.asp,https://www.lowenperio.com/p/Periodontist-Tigard-OR-What-Is-A-Periodontist-p2300.asp,200,https://lowenperio.com/p/Periodontist-Tigard-OR-What-Is-A-Periodontist-p2300.asp,What Is A Periodontist? - Periodontist Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periodontist-Tigard-OR-What-Is-A-Periodontist-p2300.asp.html
https://www.lowenperio.com/p/Periolase-Tigard-OR-Laser-Therapy-p3342.asp,https://www.lowenperio.com/p/Periolase-Tigard-OR-Laser-Therapy-p3342.asp,200,https://lowenperio.com/p/Periolase-Tigard-OR-Laser-Therapy-p3342.asp,Laser Therapy - Periolase Tigard OR - Lowen Perio,2,service-detail,capture/html/www.lowenperio.com_p_Periolase-Tigard-OR-Laser-Therapy-p3342.asp.html
